review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
"Directed by Simon West, who made the infinitely superior Con Air, it teeters under the weight of its clichs.",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
Nothing about Stratton is a good idea.,Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"A padded remake of a James Bond pre-credits sequence (specifically, the one with Pierce Brosnan and the Millennium Dome). If Cooper's Stratton is to stick around, he needs to up his game.",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"What can never be escaped, though, is the utterly formulaic nature of the storytelling.",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
The story feels cobbled together and the dialogue is often painful.,Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"'Listen to me, and listen to me good. You never gonna see another guy like me if you live to be five thousand,' Travolta's Teflon Don boasts in the final scene. With any luck, we'll never see another mob-movie misfire like this either.",Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
"A comically terrible imitation of a biopic, directed by Kevin Connolly with all the flair and nuance of a movie-within-a-movie on 'Entourage.'",Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
He looks distractingly terrible at every stop...You never forget that you are watching John Travolta playing John Gotti every time.,Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
It's more run-of-the-mill than it is colossally misguided.,Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
"Gotti tries too hard to cram too much information into a small space, and you come away learning almost nothing about the man, other than the filmmakers feel he was a pretty stand-up guy.",Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
"You might think this sounds hilariously bad. It must be so bad it's kind of good, right? Wrong. Gotti is not remotely fun, even ironically.",Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
It's not a good movie. But the blame can't be laid at its star's Ferragamo-shod feet.,Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
"I'd rather wake up next to a severed horse head than ever watch ""Gotti"" again.",Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
Starring in this mobster biopic that deserves to get whacked is an offer Travolta should have refused. Insane testimonials from Gotti supporters at the end are as close as this s---show will ever get to good reviews.,Gotti,2018,Gotti - Movie Reviews,"Biography , Crime , Drama",2018,2018,Fuhgeddaboudit.,"Raised on the streets of New York, young John Gotti found his way into the Gambino crime family, eventually having the boss removed and becoming head of the powerful family. His wife asked only one thing from John: to never expose their children to his profession. But he broke the vow, and John Jr. took his place as his father's Capo."
